months_as_customer,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,vehicle_claim,auto_make,auto_model,fraud_reported
362.0,IL,250/500,500.0,1198.34,4000000.0,MALE,Associate,sales,board-games,wife,53000.0,-72500.0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,3.0,?,1.0,1.0,NO,44380.0,Mercedes,E400,0.0
241.0,IN,100/300,2000.0,1003.23,0.0,FEMALE,Associate,tech-support,kayaking,not-in-family,0.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,3.0,?,0.0,3.0,YES,51920.0,Accura,MDX,0.0
245.0,IN,500/1000,2000.0,1212.0,0.0,MALE,Masters,exec-managerial,basketball,unmarried,24400.0,-60500.0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,1.0,YES,0.0,1.0,YES,51450.0,Jeep,Wrangler,0.0
371.0,IL,250/500,1000.0,1242.96,7000000.0,FEMALE,High School,other-service,paintball,own-child,0.0,-37100.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,2.0,YES,2.0,0.0,?,68400.0,Accura,RSX,0.0
343.0,IL,500/1000,1000.0,1053.02,0.0,FEMALE,Associate,prof-specialty,bungie-jumping,not-in-family,0.0,0.0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,1.0,?,0.0,2.0,NO,30310.0,Toyota,Corolla,1.0
377.0,IL,100/300,500.0,1693.63,0.0,FEMALE,MD,craft-repair,kayaking,unmarried,0.0,-64000.0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,3.0,YES,1.0,3.0,NO,45920.0,Saab,93,0.0
154.0,IL,250/500,1000.0,2047.59,0.0,FEMALE,MD,farming-fishing,dancing,other-relative,0.0,-67800.0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,1.0,?,0.0,3.0,NO,57840.0,Accura,MDX,0.0
166.0,OH,100/300,1000.0,1083.72,0.0,FEMALE,High School,machine-op-inspct,base-jumping,wife,65600.0,-68200.0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,1.0,NO,0.0,2.0,YES,43920.0,Honda,CRV,0.0
298.0,OH,500/1000,1000.0,1138.42,6000000.0,MALE,JD,prof-specialty,dancing,own-child,36900.0,-55000.0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,1.0,NO,2.0,3.0,YES,24400.0,Volkswagen,Passat,0.0
235.0,IN,250/500,500.0,1072.62,0.0,FEMALE,Masters,machine-op-inspct,exercise,husband,39900.0,-60200.0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,4.0,?,2.0,1.0,YES,55280.0,Toyota,Highlander,0.0
172.0,IL,100/300,2000.0,1219.04,0.0,MALE,MD,handlers-cleaners,paintball,own-child,63600.0,-68700.0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,3.0,?,2.0,0.0,NO,50750.0,Nissan,Pathfinder,0.0
27.0,IN,100/300,2000.0,1371.78,0.0,MALE,JD,farming-fishing,polo,other-relative,0.0,-32500.0,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,3.0,?,0.0,2.0,YES,37520.0,Audi,A5,1.0
428.0,IN,100/300,2000.0,1506.21,0.0,MALE,Masters,transport-moving,kayaking,unmarried,0.0,-24400.0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,3.0,NO,1.0,0.0,?,57420.0,Nissan,Ultima,0.0
99.0,IN,100/300,1000.0,1058.21,3000000.0,MALE,JD,craft-repair,golf,unmarried,0.0,0.0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1.0,YES,1.0,1.0,NO,31990.0,Dodge,RAM,0.0
107.0,IL,500/1000,2000.0,932.14,0.0,MALE,MD,sales,cross-fit,own-child,40600.0,0.0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,3.0,NO,2.0,3.0,NO,57200.0,Audi,A3,1.0
272.0,OH,500/1000,2000.0,1608.34,0.0,FEMALE,Associate,farming-fishing,reading,own-child,33300.0,-10600.0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,1.0,?,1.0,1.0,?,51680.0,Saab,92x,0.0
151.0,IN,500/1000,1000.0,1728.56,0.0,FEMALE,Masters,farming-fishing,dancing,own-child,54000.0,0.0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,1.0,YES,1.0,1.0,?,31770.0,Suburu,Legacy,0.0
249.0,IL,250/500,1000.0,1518.46,0.0,FEMALE,MD,armed-forces,cross-fit,own-child,0.0,0.0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,1.0,?,0.0,0.0,YES,42800.0,Saab,92x,0.0
177.0,IL,100/300,2000.0,1540.19,0.0,FEMALE,College,adm-clerical,skydiving,other-relative,0.0,-74500.0,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,1.0,YES,2.0,0.0,NO,58960.0,Chevrolet,Silverado,1.0
190.0,OH,500/1000,2000.0,965.21,0.0,FEMALE,JD,exec-managerial,camping,other-relative,36900.0,-53700.0,Parked Car,?,Trivial Damage,,SC,1.0,?,2.0,1.0,YES,5040.0,Nissan,Ultima,0.0
174.0,IL,100/300,2000.0,1278.75,0.0,FEMALE,College,tech-support,paintball,own-child,53200.0,-53800.0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,3.0,?,2.0,2.0,NO,43600.0,Dodge,RAM,0.0
95.0,OH,250/500,1000.0,773.99,0.0,MALE,Associate,armed-forces,board-games,other-relative,0.0,-70300.0,Vehicle Theft,?,Trivial Damage,,PA,1.0,YES,1.0,2.0,NO,2240.0,Mercedes,E400,0.0
371.0,IN,500/1000,1000.0,1532.47,0.0,FEMALE,Associate,tech-support,golf,other-relative,60300.0,-24700.0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,1.0,YES,0.0,3.0,YES,52780.0,Dodge,RAM,1.0
2.0,IL,250/500,1000.0,1340.56,0.0,FEMALE,JD,machine-op-inspct,golf,not-in-family,0.0,0.0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,1.0,YES,0.0,2.0,YES,45220.0,Saab,92x,0.0
269.0,OH,100/300,500.0,1297.75,4000000.0,FEMALE,JD,other-service,chess,own-child,0.0,-41400.0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,3.0,?,0.0,1.0,?,68310.0,Chevrolet,Tahoe,1.0
101.0,IL,250/500,1000.0,433.33,0.0,MALE,Masters,machine-op-inspct,golf,other-relative,25900.0,0.0,Parked Car,?,Minor Damage,,SC,1.0,?,0.0,3.0,NO,4130.0,Mercedes,E400,0.0
94.0,IN,250/500,2000.0,1025.54,0.0,FEMALE,High School,armed-forces,paintball,other-relative,0.0,-52600.0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,1.0,?,1.0,3.0,YES,51280.0,Chevrolet,Malibu,0.0
117.0,OH,250/500,500.0,1264.77,0.0,FEMALE,Associate,transport-moving,yachting,unmarried,47500.0,-32500.0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,2.0,YES,0.0,1.0,?,40320.0,Suburu,Forrestor,1.0
111.0,OH,250/500,500.0,1459.97,5000000.0,MALE,MD,sales,yachting,other-relative,0.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,3.0,NO,1.0,2.0,NO,58800.0,Ford,F150,1.0
242.0,OH,100/300,500.0,1238.65,0.0,FEMALE,High School,transport-moving,bungie-jumping,husband,0.0,-44600.0,Vehicle Theft,?,Trivial Damage,Police,WV,1.0,YES,1.0,1.0,NO,6120.0,Saab,95,0.0
440.0,OH,250/500,500.0,1050.76,0.0,MALE,PhD,transport-moving,movies,wife,41500.0,-70200.0,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,1.0,?,2.0,3.0,NO,41720.0,Nissan,Maxima,1.0
20.0,OH,500/1000,1000.0,1711.72,0.0,FEMALE,JD,tech-support,base-jumping,wife,0.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,3.0,NO,2.0,2.0,NO,46000.0,Chevrolet,Tahoe,1.0
461.0,IL,100/300,500.0,865.33,7000000.0,FEMALE,High School,farming-fishing,golf,own-child,0.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,3.0,NO,0.0,1.0,?,39360.0,Dodge,RAM,0.0
208.0,IL,250/500,500.0,1153.49,0.0,MALE,Associate,craft-repair,base-jumping,other-relative,0.0,0.0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,3.0,YES,1.0,0.0,YES,35350.0,Accura,TL,0.0
279.0,OH,500/1000,2000.0,1281.25,0.0,MALE,Associate,machine-op-inspct,cross-fit,other-relative,0.0,0.0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,1.0,YES,0.0,1.0,NO,38460.0,Mercedes,C300,1.0
244.0,IL,100/300,500.0,1342.8,0.0,FEMALE,MD,sales,base-jumping,husband,0.0,0.0,Vehicle Theft,?,Trivial Damage,Police,NY,1.0,YES,1.0,3.0,YES,4620.0,Toyota,Camry,0.0
134.0,OH,250/500,2000.0,1443.32,0.0,FEMALE,PhD,exec-managerial,dancing,unmarried,0.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,3.0,?,0.0,2.0,YES,37170.0,Suburu,Impreza,1.0
122.0,OH,250/500,1000.0,1629.94,0.0,FEMALE,Masters,priv-house-serv,skydiving,other-relative,0.0,-47100.0,Parked Car,?,Trivial Damage,,SC,1.0,?,0.0,1.0,NO,3150.0,Dodge,Neon,0.0
156.0,IL,100/300,2000.0,1134.08,0.0,MALE,PhD,other-service,reading,husband,0.0,0.0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,1.0,?,2.0,0.0,?,47200.0,Ford,Fusion,1.0
232.0,OH,250/500,500.0,1483.91,8000000.0,MALE,College,machine-op-inspct,golf,husband,0.0,-33600.0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,3.0,NO,0.0,1.0,?,49420.0,Volkswagen,Passat,1.0
244.0,IN,500/1000,2000.0,1304.67,7000000.0,MALE,Masters,armed-forces,base-jumping,other-relative,0.0,-45000.0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,3.0,?,1.0,1.0,?,44720.0,Dodge,RAM,0.0
84.0,IL,500/1000,2000.0,1035.79,0.0,FEMALE,MD,protective-serv,kayaking,wife,44400.0,-51500.0,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,1.0,NO,1.0,0.0,YES,41920.0,Volkswagen,Passat,0.0
394.0,IL,250/500,500.0,1401.2,0.0,FEMALE,High School,craft-repair,movies,own-child,51500.0,0.0,Vehicle Theft,?,Trivial Damage,Police,NC,1.0,NO,1.0,0.0,NO,4770.0,Audi,A5,0.0
246.0,IL,250/500,1000.0,1665.45,0.0,MALE,JD,machine-op-inspct,hiking,wife,34400.0,-33100.0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,3.0,?,2.0,2.0,?,35520.0,Toyota,Camry,1.0
35.0,IN,500/1000,2000.0,653.66,0.0,FEMALE,JD,handlers-cleaners,video-games,unmarried,52100.0,-46900.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,3.0,NO,0.0,0.0,?,54810.0,BMW,X5,0.0
156.0,OH,100/300,500.0,1080.13,0.0,MALE,Associate,protective-serv,reading,other-relative,0.0,-61000.0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,3.0,YES,0.0,3.0,NO,32270.0,Nissan,Pathfinder,0.0
195.0,IN,100/300,2000.0,1346.18,0.0,FEMALE,Associate,machine-op-inspct,camping,wife,57800.0,-53300.0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,3.0,YES,2.0,3.0,YES,50160.0,Chevrolet,Tahoe,0.0
369.0,OH,250/500,2000.0,1589.54,0.0,MALE,College,handlers-cleaners,camping,husband,55400.0,0.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,3.0,?,2.0,0.0,YES,59710.0,Toyota,Highlander,0.0
271.0,IL,100/300,1000.0,1251.65,0.0,FEMALE,Associate,other-service,camping,wife,71200.0,0.0,Parked Car,?,Minor Damage,,NY,1.0,NO,0.0,0.0,NO,2240.0,Audi,A3,0.0
332.0,IL,100/300,2000.0,1083.01,0.0,MALE,MD,craft-repair,paintball,other-relative,91900.0,0.0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,4.0,YES,2.0,0.0,?,49680.0,Jeep,Grand Cherokee,1.0
107.0,OH,100/300,500.0,974.59,0.0,FEMALE,JD,armed-forces,skydiving,wife,62800.0,0.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,3.0,?,1.0,0.0,NO,35820.0,Nissan,Ultima,0.0
217.0,IL,500/1000,2000.0,1399.85,0.0,FEMALE,Masters,other-service,skydiving,other-relative,49900.0,-19800.0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,3.0,NO,0.0,2.0,?,43280.0,Ford,Fusion,0.0
243.0,IN,500/1000,500.0,1307.74,0.0,FEMALE,Associate,machine-op-inspct,board-games,own-child,0.0,-75700.0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,3.0,?,0.0,1.0,NO,29190.0,Jeep,Wrangler,0.0
296.0,IN,250/500,2000.0,1219.27,0.0,MALE,Associate,tech-support,paintball,husband,53100.0,-63400.0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,3.0,YES,1.0,2.0,NO,49840.0,Saab,93,0.0
264.0,OH,100/300,500.0,1411.3,0.0,MALE,PhD,prof-specialty,cross-fit,unmarried,55600.0,0.0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,1.0,NO,1.0,0.0,?,43920.0,BMW,M5,1.0
108.0,IL,100/300,2000.0,694.45,0.0,FEMALE,JD,armed-forces,exercise,not-in-family,0.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,3.0,?,0.0,1.0,YES,46800.0,Nissan,Pathfinder,1.0
32.0,IL,100/300,500.0,1006.77,6000000.0,FEMALE,College,other-service,sleeping,own-child,0.0,0.0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,3.0,YES,2.0,1.0,YES,49630.0,BMW,X6,0.0
259.0,OH,250/500,1000.0,1422.36,0.0,FEMALE,JD,craft-repair,movies,unmarried,0.0,-83900.0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,3.0,NO,1.0,3.0,?,31040.0,Nissan,Ultima,0.0
186.0,IN,100/300,1000.0,1348.32,0.0,FEMALE,Associate,craft-repair,cross-fit,wife,37600.0,-37600.0,Vehicle Theft,?,Trivial Damage,Police,NY,1.0,NO,2.0,1.0,?,3010.0,Chevrolet,Malibu,1.0
201.0,OH,250/500,2000.0,1315.56,0.0,FEMALE,PhD,transport-moving,video-games,not-in-family,0.0,0.0,Vehicle Theft,?,Minor Damage,Police,SC,1.0,YES,0.0,0.0,YES,4340.0,Jeep,Grand Cherokee,0.0
436.0,OH,250/500,2000.0,1407.01,5000000.0,MALE,PhD,tech-support,sleeping,other-relative,47400.0,-27600.0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,1.0,?,0.0,2.0,?,41930.0,BMW,X5,1.0
189.0,OH,250/500,2000.0,1388.58,0.0,FEMALE,MD,priv-house-serv,basketball,own-child,0.0,-49400.0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,3.0,?,1.0,3.0,YES,53040.0,Ford,Escape,0.0
105.0,IL,500/1000,500.0,1310.76,0.0,FEMALE,High School,adm-clerical,kayaking,not-in-family,0.0,-40900.0,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,1.0,YES,0.0,1.0,?,51120.0,Accura,MDX,0.0
163.0,IN,100/300,1000.0,1004.63,6000000.0,MALE,JD,priv-house-serv,hiking,not-in-family,26900.0,0.0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,3.0,YES,2.0,0.0,NO,46480.0,Suburu,Forrestor,0.0
219.0,OH,100/300,500.0,1134.91,0.0,FEMALE,Associate,transport-moving,golf,not-in-family,68700.0,0.0,Vehicle Theft,?,Trivial Damage,,SC,1.0,?,1.0,0.0,NO,5120.0,Toyota,Camry,0.0
88.0,IN,250/500,1000.0,1194.0,0.0,FEMALE,JD,handlers-cleaners,movies,husband,0.0,0.0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,1.0,YES,1.0,2.0,YES,51940.0,Ford,Escape,1.0
40.0,IN,500/1000,1000.0,1248.25,4000000.0,FEMALE,College,sales,hiking,own-child,0.0,-33300.0,Parked Car,?,Minor Damage,Police,VA,1.0,NO,0.0,2.0,?,5840.0,BMW,3 Series,0.0
284.0,OH,100/300,500.0,1338.54,-1000000.0,MALE,Associate,machine-op-inspct,kayaking,wife,0.0,0.0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,1.0,YES,0.0,1.0,?,68480.0,Chevrolet,Malibu,0.0
59.0,IL,250/500,2000.0,782.23,0.0,MALE,College,protective-serv,golf,other-relative,64200.0,-32300.0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,3.0,?,0.0,2.0,NO,34380.0,BMW,X5,0.0
39.0,IL,250/500,2000.0,1366.9,0.0,FEMALE,High School,handlers-cleaners,polo,husband,0.0,-15700.0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,3.0,?,1.0,0.0,NO,31620.0,BMW,X6,1.0
147.0,IL,500/1000,1000.0,1275.81,0.0,MALE,High School,sales,dancing,wife,0.0,-48300.0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,1.0,YES,2.0,2.0,?,69930.0,Mercedes,ML350,0.0
156.0,IN,250/500,500.0,1090.65,0.0,MALE,High School,exec-managerial,golf,unmarried,0.0,-51800.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,4.0,?,1.0,2.0,YES,42720.0,Honda,Civic,1.0
123.0,IN,250/500,500.0,1326.0,0.0,FEMALE,Associate,prof-specialty,basketball,wife,0.0,-54600.0,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,1.0,?,1.0,2.0,NO,48080.0,Mercedes,ML350,0.0
231.0,IL,250/500,2000.0,972.47,0.0,MALE,College,protective-serv,reading,wife,0.0,-58100.0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,3.0,YES,2.0,2.0,YES,53970.0,Audi,A3,0.0
247.0,IL,100/300,500.0,806.31,0.0,FEMALE,College,handlers-cleaners,dancing,wife,0.0,0.0,Parked Car,?,Trivial Damage,Police,SC,1.0,?,2.0,3.0,?,2700.0,Dodge,RAM,0.0
194.0,IL,500/1000,500.0,1416.24,0.0,FEMALE,MD,adm-clerical,golf,not-in-family,0.0,0.0,Parked Car,?,Minor Damage,,WV,1.0,YES,1.0,0.0,?,4320.0,Nissan,Pathfinder,0.0
119.0,IN,250/500,2000.0,1097.64,0.0,MALE,High School,transport-moving,video-games,other-relative,27100.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,2.0,NO,1.0,0.0,?,35400.0,Accura,TL,0.0
259.0,IL,100/300,500.0,947.75,0.0,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0.0,-39300.0,Vehicle Theft,?,Trivial Damage,Police,SC,1.0,NO,1.0,3.0,NO,5760.0,Audi,A5,0.0
107.0,IL,100/300,2000.0,1018.73,5000000.0,MALE,Associate,handlers-cleaners,yachting,own-child,20000.0,-82700.0,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,3.0,YES,1.0,2.0,?,57680.0,Honda,CRV,0.0
48.0,IL,100/300,2000.0,1400.74,0.0,MALE,College,sales,base-jumping,other-relative,34000.0,-55600.0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,3.0,YES,0.0,2.0,?,52380.0,Jeep,Wrangler,0.0
267.0,IL,250/500,500.0,1155.53,5000000.0,MALE,JD,transport-moving,camping,wife,0.0,-35200.0,Parked Car,?,Trivial Damage,Police,NY,1.0,?,0.0,2.0,NO,3780.0,Ford,F150,0.0
286.0,IN,250/500,500.0,1386.93,0.0,MALE,High School,priv-house-serv,bungie-jumping,husband,54100.0,-77600.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,3.0,YES,0.0,0.0,NO,46060.0,Accura,TL,0.0
175.0,OH,100/300,500.0,915.29,0.0,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400.0,-57100.0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,1.0,?,2.0,1.0,YES,28560.0,Honda,Accord,1.0
111.0,IL,250/500,500.0,1239.55,2000000.0,FEMALE,PhD,farming-fishing,kayaking,own-child,0.0,0.0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,1.0,?,1.0,1.0,YES,38400.0,Mercedes,ML350,1.0
151.0,IN,250/500,500.0,1366.42,0.0,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000.0,0.0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,3.0,NO,1.0,2.0,YES,47280.0,Nissan,Maxima,1.0
156.0,OH,500/1000,1000.0,1086.48,6000000.0,MALE,Associate,machine-op-inspct,hiking,unmarried,0.0,-53800.0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,3.0,?,1.0,1.0,YES,56320.0,Suburu,Legacy,0.0
165.0,IL,250/500,2000.0,1247.87,0.0,MALE,Masters,armed-forces,golf,husband,0.0,-39700.0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,3.0,NO,2.0,2.0,NO,36560.0,BMW,3 Series,0.0
253.0,OH,100/300,2000.0,1312.75,0.0,FEMALE,PhD,sales,dancing,other-relative,81300.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,3.0,NO,2.0,2.0,YES,58720.0,Toyota,Camry,1.0
10.0,IN,100/300,2000.0,765.64,0.0,MALE,MD,sales,base-jumping,not-in-family,0.0,-22200.0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,3.0,?,0.0,3.0,?,22800.0,Honda,Accord,1.0
158.0,OH,100/300,2000.0,1327.41,0.0,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0.0,-38600.0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,1.0,?,0.0,0.0,?,24500.0,Suburu,Legacy,0.0
436.0,OH,500/1000,1000.0,1338.55,0.0,MALE,PhD,protective-serv,board-games,own-child,39000.0,0.0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,3.0,?,2.0,2.0,NO,47600.0,Toyota,Corolla,0.0
91.0,IL,250/500,2000.0,1316.63,8000000.0,FEMALE,Masters,machine-op-inspct,golf,unmarried,43900.0,0.0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,3.0,YES,2.0,0.0,?,58500.0,BMW,X6,0.0
256.0,IL,500/1000,1000.0,1286.44,0.0,FEMALE,MD,transport-moving,bungie-jumping,wife,0.0,-39500.0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,1.0,NO,2.0,1.0,?,52850.0,Nissan,Ultima,0.0
274.0,OH,500/1000,1000.0,1372.18,0.0,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0.0,0.0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,3.0,NO,1.0,3.0,?,60400.0,BMW,X5,0.0
275.0,IN,500/1000,2000.0,1447.77,0.0,FEMALE,Associate,adm-clerical,camping,wife,39400.0,-63900.0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,3.0,YES,1.0,1.0,?,48240.0,Accura,MDX,0.0
1.0,IL,250/500,500.0,903.32,0.0,FEMALE,High School,transport-moving,yachting,not-in-family,0.0,0.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,3.0,?,1.0,0.0,?,22190.0,Toyota,Highlander,0.0
85.0,IN,500/1000,1000.0,1454.42,0.0,MALE,Associate,protective-serv,reading,other-relative,51600.0,-73900.0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,1.0,YES,0.0,1.0,YES,49520.0,Suburu,Forrestor,1.0
233.0,IL,100/300,2000.0,1603.42,0.0,FEMALE,High School,sales,video-games,wife,61600.0,-30200.0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1.0,YES,0.0,2.0,YES,60390.0,Toyota,Corolla,0.0
142.0,IN,250/500,2000.0,1616.58,0.0,MALE,JD,adm-clerical,polo,husband,58500.0,-46800.0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,3.0,YES,0.0,3.0,YES,44520.0,Dodge,RAM,0.0
266.0,IL,250/500,500.0,1611.83,0.0,MALE,High School,handlers-cleaners,movies,husband,0.0,0.0,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,1.0,?,1.0,2.0,YES,26240.0,BMW,3 Series,0.0
350.0,OH,500/1000,500.0,889.13,0.0,FEMALE,Masters,priv-house-serv,board-games,other-relative,0.0,0.0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,3.0,NO,0.0,2.0,NO,29460.0,Audi,A3,0.0
97.0,IL,250/500,1000.0,1252.08,0.0,MALE,College,exec-managerial,sleeping,not-in-family,0.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,2.0,YES,2.0,2.0,NO,35280.0,Honda,CRV,1.0
399.0,IL,500/1000,2000.0,995.56,0.0,MALE,JD,tech-support,sleeping,not-in-family,0.0,-65400.0,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,3.0,YES,1.0,1.0,YES,61880.0,Nissan,Pathfinder,0.0
305.0,IL,100/300,2000.0,1347.92,0.0,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0.0,-42100.0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,3.0,YES,0.0,2.0,?,48400.0,Volkswagen,Jetta,0.0
276.0,IN,100/300,1000.0,1724.09,0.0,MALE,PhD,craft-repair,yachting,own-child,0.0,0.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,3.0,YES,0.0,0.0,?,47840.0,Chevrolet,Tahoe,0.0
257.0,IN,250/500,500.0,1379.93,0.0,MALE,MD,armed-forces,base-jumping,husband,0.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,3.0,?,0.0,2.0,YES,37680.0,Audi,A3,1.0
78.0,IN,250/500,1000.0,1554.64,4000000.0,MALE,PhD,protective-serv,board-games,own-child,0.0,-27900.0,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,1.0,NO,1.0,0.0,NO,40480.0,Honda,CRV,1.0
129.0,OH,500/1000,1000.0,1377.94,0.0,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0.0,0.0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,1.0,?,2.0,3.0,?,29760.0,Toyota,Camry,0.0
283.0,IL,500/1000,2000.0,1313.33,0.0,FEMALE,PhD,transport-moving,reading,husband,53500.0,-73600.0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,3.0,?,1.0,3.0,NO,56480.0,Nissan,Maxima,1.0
85.0,IN,250/500,500.0,1259.02,0.0,FEMALE,JD,tech-support,base-jumping,unmarried,67000.0,-53600.0,Parked Car,?,Trivial Damage,,SC,1.0,NO,2.0,2.0,?,3760.0,Nissan,Ultima,0.0
101.0,IL,500/1000,1000.0,1371.88,0.0,FEMALE,MD,prof-specialty,reading,husband,0.0,0.0,Parked Car,?,Trivial Damage,,VA,1.0,?,2.0,2.0,?,2030.0,Suburu,Legacy,0.0
